clause_text,label
"[""in no event shall either party be liable for --------------------- any special, incidental or consequential damages arising out of or in connection with this agreement or the performance thereof. fnw's liability for any breach of this agreement shall be strictly limited to refunding to sponsor that portion of any consideration paid by sponsor for which sponsor has not received the rights granted to it herein.""]",Cap On Liability
"['notwithstanding any provision of the source code ----------------- license, eti shall not be required to honour any product warranty or intellectual property indemnity set forth in the source code license, to the extent that such breach of warranty or indemnity relates to a defect in any of the entrust products as of the effective date or the infringement or misappropriation of any third party rights incorporated into the entrust products as of the effective date.', ""notwithstanding the foregoing, each of nortel's and entrust's liability to the other party for breach of article ii shall not exceed u.s.$10,000,000."", ""for any cause of action arising under this --------------- agreement, nortel's liability to entrust, and entrust's liability to nortel shall not exceed u.s.$5,000,000."", 'except for breach of article ------------------------------- viii and for article xii, in no event shall either party be liable to the other party for any indirect, incidental and/or consequential damages resulting from a breach of this agreement, including without limitation lost business, lost savings, and lost profits even if the breaching party has been advised of the possibility of the occurrence of such damages.', 'in no event shall either party be liable for any special or punitive damages arising from breach of this agreement.', ""eti's liability to nortel arising from or relating to the intellectual property indemnity set forth in the enterprise license shall not exceed 50% (fifty percent) of the monies paid by nortel thereunder to a maximum of u.s.$1,000,000 (one million u.s. dollars).""]",Cap On Liability
"[""neither party may assign this agreement without the other's prior written approval, except by operation of law or in connection with the sale of substantially all of the assets of such party's business or the acquisition of such party by a third party."", 'co-host shall not have the right to assign or otherwise transfer this agreement or any rights herein granted to any other person or entity, except by operation of law or in connection with the sale of all of its assets, or the acquisition of the co-host by a third party. any such attempted assignment shall be void and the agreement shall remain in effect.']",Anti-Assignment
"[""if the parties do not mutually agree to the terms of such potential acquisition within the negotiation period then the exclusivity period shall end and, subject to sekisui's right of first refusal, qualigen shall be free to negotiate the terms of a sale transaction with any third party."", ""in the event that qualigen nonetheless receives an unsolicited offer to engage in a sale transaction during such exclusivity period, qualigen may engage with such party to the extent legally required to comply with its fiduciary duties, so long as qualigen (i) promptly communicates to sekisui the material terms of any proposal or offer or request for information which it may receive in respect of any such proposed sale transaction, including the purchase price, form and timing of consideration and the identity of the acquirer, and (ii) complies with sekisui's right of first refusal (as defined below)."", ""qualigen shall provide sekisui with at least 30 days prior written notice and access to all due diligence materials provided to any potential acquirer, such 30 day period to commence upon the notification to sekisui that qualigen's board of directors has approved such proposed sale transaction (as set forth in a term sheet or draft definitive agreement provided to sekisui), subject to sekisui's right of first refusal."", 'during the term, sekisui shall have a right of first refusal to match the terms of any arms length, bona fide proposed sale transaction with a third party (""sekisui\'s right of first refusal"").']",Rofr/Rofo/Rofn
"['surgical shall not assign this agreement or any of its rights or privileges without the prior written consent of imprimis, which consent imprimis may grant or withhold in its sole discretion.']",Anti-Assignment
"['tadeo will have the right (but not the obligation) to terminate this agreement and the rights granted to diplomat hereunder, upon 60 days written notice to diplomat, following the acquisition of all or substantially all of the assets of diplomat by any permitted assignee (as defined in section 9(a) of this agreement), or the acquisition of the beneficial ownership of at least 20% (the ""threshold"") of the voting power represented by the voting securities of diplomat, any successor thereto or any permitted assignee by any person or<omitted>""group"" within the meaning of sections 13(d)(3) and 14(d)(2) of the securities exchange act of 1934, as amended (the ""exchange act""), or any successor provision to either of the foregoing, including any group acting for the purpose of acquiring, holding or disposing of securities within the meaning of rule 13d-5(b)(1) under the exchange act or any successor provision thereof (a ""group"") other than the rubin family irrevocable stock trust u/a dated april 30, 1997, organized under the laws of the state of new york (the ""trust""), robert m. rubin (""rubin""), or any affiliate of rubin or the trust.']",Change Of Control
"['the sender shall not assign totally or partially the contract hereof, without the previous written consent by ecopetrol.', 'the parties agree that ecopetrol may declare the termination in advance of the contract at any time, without any indemnity in favor of the sender in the following events:<omitted>c) the unauthorized assignment of the contract by the sender.', 'the assignment may be authorized by ecopetrol, when the sender sufficiently demonstrates to ecopetrol that:\n\n a) the assignee is a legal person duly organized and the duration of the same shall not be less that the term of the contract and three (3) more years. b) the assignee has an adequate financial capacity to meet the obligations derived from the contract assigned. c) the assignee has crude of its own/production. d) the assignee provides and adequate and acceptable bond payment to ecopetrol for the fulfillment of the obligations derived from the contract.']",Anti-Assignment
"['the parties may at any time assign or transfer all or part of its rights and obligations under this agreement to any of its affiliates provided that such assignment or transfer is previously notified to the other party.', 'consequently either this agreement or any of the respective rights or obligations of the parties hereunder may be assigned or otherwise transferred, in whole or in part, in any form whatsoever (including by way of change of control), by either party subject to the prior written consent of the other party, which consent shall not be unreasonably withheld or delayed, and any attempt to do so without such consent shall be null and void.']",Anti-Assignment
"['in addition, if this agreement is terminated prior to completion of the research program, ontochem will promptly furnish to anixa any deliverable or other work product generated to date and not previously provided to anixa, including work in process.', 'each party will retain such records for at least three (3) years following expiration or termination of this agreement or such longer period as may be required by applicable law or regulation.']",Post-Termination Services
"['in addition, in the event of a material breach by nexstar of its obligations hereunder, wyzz shall be entitled to terminate this agreement and exercise its rights pursuant to section 25(a) hereof (except that wyzz may not assert consequential, special or punitive damages or any claim for lost profits).', 'in addition, in the event of a material breach by wyzz of its obligations hereunder, nexstar shall be entitled to terminate this agreement and exercise its rights pursuant to section 25(b) hereof (except that nexstar may not assert consequential, special or punitive damages or any claim for lost profits).']",Cap On Liability
"['the agreement is not assignable, including any assignment by operation of law (including but not limited to as a result of a merger or other corporate action), by either party without the prior written consent of the other party.', 'notwithstanding the foregoing, exxonmobil may assign this agreement to its affiliates and fce may assign this agreement to any of its wholly-owned and wholly-controlled affiliates, with prior written notice to the other party, provided that (i) such assignment by fce shall be void if at any point such affiliate ceases to be both wholly-owned and wholly- controlled by fce, (ii) article 12, including but not limited to paragraphs 12.03, 12.04 and 12.05, shall be applicable to both fce and any affiliate assignee of fce, and (iii) no assignment pursuant to this sentence will relieve the parties of their obligations under this agreement.']",Anti-Assignment
"['pacificap entertainment agrees that all television shows, dvd magazines, internet streaming video television shows, television shorts, radio shows, radio shorts, cell phone video clips, caller id video clips, promotional commercials, websites, streaming video commercials, streaming video highlight shows, 24 hour nostalgia sports network, dvd program package, television show series, stock footage library, and print promotional posters, created and or produced with any content provided by pacificap entertainment are wholly owned by the henry film and entertainment corporation.']",Ip Ownership Assignment
"['in the event of termination, neither party, their heirs nor successors shall issue any challenge whatsoever to contest the termination.']",Covenant Not To Sue
"['6.1 both parties shall at all times while this agreement is in effect and for one (1) year thereafter, at its expense, carry and maintain, at its own expense, insurance on all its operations necessary to comply with insurance laws as applicable.']",Insurance
"['neither party shall sell, assign, subcontract, transfer or dispose of this agreement or any part thereof, without the prior written consent of the other party or otherwise enter into an agreement with any other party for services contemplated herein.']",Anti-Assignment
"['the industrial property rights on the results, as well as the intellectual property rights realized in the research activities covered by this jv, are due jointly to the parties in equal shares (50% for each party), without prejudice to the possibility of agreeing in writing, during the course of every specific activity, about the modification of the respective shares of co-ownership, based upon the actual contribution of each of the parties to the research activities, and also without prejudice to the recognition of the intellectual rights due to each inventor pursuant to current legislation.', 'in this case the party concerned shall have the right to proceed with the submission of the application on the results at its own expense and in co-ownership with the other party, subject to written notice.']",Joint Ip Ownership
"['joint venture company shall not, and shall cause each spv and each of their affiliates not to, directly or indirectly, market or sell any loop-branded products or any products produced using licensed subject matter to any person or entity except to authorized customers pursuant to a transferred contract (the ""marketing and sale restriction""); provided that if at any time during the term of this agreement, loop has delivered proposed contract notices that result in transferred contracts having binding purchase and supply obligations for less than [***] of the then existing actual production capacity of a licensed facility (taking into account joint venture company\'s reasonable forecasts based on customer requirements, seasonal variations, and other factors) in the subsequent three months (the ""[***]""), joint venture company may market and solicit orders for licensed products produced in such licensed facility directly to customers and potential customers and enter into supply contracts for the sale of loop-branded products or any products produced using licensed subject matter produced in such licensed facility with customers without being restricted by the marketing and sale restriction.']",Minimum Commitment
"['upon termination of this agreement, schoolpop shall have the right to continue to sell any cards in its possession for a period of three (3) months following the effective date of termination, subject to compliance with the applicable terms and conditions set forth herein, provided however, that termination of the agreement is not due to a breach of representation or warranty of the agreement by schoolpop in which case schoolpop shall discontinue selling cards immediately upon termination.']",Post-Termination Services
"[""anthemic will not, at any time during or after the effective date, dispute or contest, directly or indirectly, the sponsor's exclusive ownership in the sponsor's trademarks."", ""the sponsor will not, at any time after the effective date, dispute or contest, directly or indirectly, anthemic's exclusive ownership in their respective trademarks.""]",Covenant Not To Sue
"['vendor shall maintain commercial general liability (cgl) insurance with a limit of not less than $1 million each occurrence.', 'vendor shall maintain insurance for not less than the following limits and coverage with duly licensed insurance companies having an a.m. best rating of a-, x or better.', 'cgl coverages shall be written on iso occurrence form cg 00 01 or a substitute form providing equivalent coverage and shall cover liabilities arising from events, premises, operations, independent contractors, products-completed operations, personal injury and advertising injury, and liability assumed under an insured contract.', 'subaru of america, inc., its parent and subsidiaries shall be included as additional insureds under the cgl using iso additional insured endorsement cg 20 10 or a substitute providing equivalent coverage.']",Insurance
"[""seller hereby covenants and agrees, that from time to time forthwith upon the reasonable written request of backhaul or buyer, that seller will, at backhaul's cost and expense, do, execute, acknowledge and deliver or cause to be done, executed, acknowledged and delivered, each and all of such further acts, deeds, assignments, transfers, conveyances and assurances as may reasonably be required by backhaul or buyer in order to transfer, assign, convey and deliver unto and vest in backhaul title to all right, title and interest of seller in, to and under the assigned intellectual property.""]",Ip Ownership Assignment
"['in order to carry out the intent of the parties with respect to the recordation of the transfers of any registrations or applications of nuance ip or spinco ip, as applicable, to the extent the ownership thereof has transferred from a member of the nuance group to a member of the spinco group, or vice versa, pursuant to the separation agreement or any other ancillary agreement, the parties shall execute intellectual property assignments in a form substantially similar to that attached as exhibit a1 (the ""patent assignment agreement""), exhibit a2 (the ""trademark assignment agreement""), exhibit a3 (the ""domain name assignment agreement"") and exhibit a4 (the ""invention disclosure assignment agreement"") as well as such additional case specific assignments as deemed appropriate or necessary under applicable laws (collectively, the ""intellectual property assignment agreements"") for recordation with the appropriate governmental authority.']",Ip Ownership Assignment
"['distributor shall (a) procure the products solely from staar (or its affiliates) and not (b) procure, manufacture, market or sell in the territory any implantable medical devices that compete directly or indirectly with the products, during the term of this agreement.', 'in the event that distributor terminates this agreement, then for one year thereafter, distributor shall not sell, promote, advertise or market in the territory products which are competitive with the products.']",Non-Compete
['kiromic is committed to sharing patents and know-how in relation to the following products which will be licensed to the jv exclusively for the application in the specific and limited field of sars-cov-2 threat and relative disease covid-19: (i) vapas-viral antigen proteins associated © (kiromic-2020) derived from diamonds ai - artificial intelligence platform for discovery and prediction antigen protein (ii) platform of dc vaccines (dendritic cell vaccine) - for therapeutic purposes - nominated bsk 01; (iii) oral delivery platform for prophylactic vaccine - accompanying immuno-boosting therapy - therapeutic vaccine administration - nominated bsk02 (iv) other patents eventually applicable in the specific field.'],Exclusivity
"['in consideration for the intangible rights granted hereunder, for each year in which the spoken-word audio sub-section (including the mirror company site) generates revenue of at [***] (the ""revenue threshold""), company will pay acsi a royalty equal to [***] of all revenues generated from the spoken-word audio sub-section (including, for the avoidance of doubt, any revenue received by company from any company customer who first links to the mirror company site from the spoken-word audio sub-section and who later accesses the company site directly) in excess of revenue threshold (the ""royalties"") for each year of the term.', 'allocation of payments. the parties acknowledge and agree that the annual fees shall be allocated as consideration for advertising services and intangible rights granted by acsi to company hereunder, including the rights granted under section 2.1 [spoken-word audio sub-section] and section 4.2 [acsi site links] and the licenses granted to company under section 6, as follows:\n\n year advertising services intangible rights ---------------------------------------------------------------------------------------------- 1 [***] [***] ---------------------------------------------------------------------------------------------- 2 [***] [***] ---------------------------------------------------------------------------------------------- 3 [***] [***] ----------------------------------------------------------------------------------------------']",Revenue/Profit Sharing
"['for the avoidance of doubt, after the termination or expiration of this agreement, the village media company and its permitted licensees shall continue to have the right to fully exploit, use, and exploit the hofv works for the length of the term of the license granted by pfhof in connection with such hofv work pursuant to section 2.3; provided that the length of the term of such license shall be a minimum of five (5) years.', ""the village media company shall be permitted to retain copies of pfhof's confidential information as necessary to allow the village media company to exercise its post-termination rights with respect to such information.""]",Post-Termination Services
"['notwithstanding anything to the contrary in this agreement, medica shall neither enter into an agreement to nor shall consummate (a) any change of control or (b) any sale of all or substantially all of its assets relating to the manufacture of the cartridges unless (a) it provides vapotherm written notice of any such proposed transaction, which notice shall include the specific terms and conditions of the proposed transaction, including the identify of the proposed acquirer, (b) medica offers to enter into such transaction with vapotherm on substantially the same terms and conditions, and (c) with [* * *] days of such notice, vapotherm declines to accept such offer.']",Change Of Control
"['if, for any reason, [***], both microgenics and the back-up supplier (as applicable) are unable to supply the assay in quantities sufficient to meet the quantities of the assay either (a) as set forth in each applicable binding forecast or (b) based on such other measure of commercial demand as agreed to by the parties in writing, in either case, during any given [***] ([***]) month period for a given country in the territory, then microgenics hereby grants achaogen or its designee a shortfall license, which license shall survive until [***] ([***]) months following the date that either microgenics or the back-up supplier (as applicable) is in a position again to fulfill such demand (as such positioning is demonstrated [***]) (the ""supply resumption date"").', 'achaogen shall be responsible for the prosecution and maintenance of any patent applications and patents claiming or covering any achaogen inventions, and microgenics shall be responsible for the prosecution and maintenance of any patent applications and patents claiming or covering any microgenics inventions; provided, that [***] shall not, without first obtaining [***] prior written consent, file any patent claiming or covering the [***]; provided, further, that, in the event that any such patent applications covering or claiming any [***] are filed without first obtaining [***] prior written consent, then [***] hereby grants [***] a perpetual, irrevocable, fully paid-up, royalty-free, worldwide, sublicenseable, non-exclusive license under such patent applications and any patents issuing therefrom or related thereto for the purpose of developing, manufacturing, using or commercializing [***].', 'microgenics hereby grants to achaogen a royalty-free non- exclusive right to use such trademarks in connection with advertising, promoting and marketing plazomicin, subject to section 12.5 (non-use of names).', 'during the term, microgenics hereby grants to achaogen and its affiliates a royalty- free, non-exclusive, sub-licenseable, worldwide license, under and with respect to the immunoassay technologies, microgenics know- how and any patents or patent applications controlled by microgenics or its affiliates to the extent reasonably necessary for achaogen to perform its obligations or exercise its rights under this agreement or as is otherwise reasonably necessary to make, have made, use, sell, offer for sale, import and otherwise commercialize plazomicin.', 'during the term, and without limiting section 4.2, achaogen hereby grants to microgenics a royalty-free, exclusive, worldwide license to use the achaogen<omitted>know-how, achaogen patents, and achaogen materials to research, develop, manufacture, use, market and sell the assay in the territory. [***].', 'solely in the case of termination of this agreement by achaogen under section 9.3 (termination for cause): 9.4.4.1 microgenics hereby grants achaogen a transfer license; provided, that, achaogen covenants not to use the transfer license beyond the scope set forth in section 1.33.']",License Grant
"['in addition, developer covenants that, except as otherwise approved in writing by the franchisor, developer shall not, for a continuous, uninterrupted period commencing upon the expiration, termination or assignment of this agreement, regardless of the cause for termination, and continuing for two (2) years thereafter, either directly or indirectly, for itself, or through or on behalf of, or in conjunction with any person, partnership, corporation or other entity, own, operate, control or have any financial interest in any competitive business which is located or has outlets or restaurant units within the territory.', 'for purposes of this section 20.1, a competitive business shall mean a self-service restaurant or fast-food business which sells chicken and/or mexican food products, which products individually or collectively represent more than twenty percent (20%) of the revenues from such self-service restaurant or fast-food business operated at any one location during any calendar quarter.', 'to further protect the el pollo loco® system while this agreement is in effect, developer and each officer, director, shareholder, member, manager, partner and other equity owner, as applicable, of developer, if developer is an entity, shall neither directly nor indirectly own, operate, control or any financial interest in any other business which would constitute a ""competitive business"" (as hereinafter defined) without the prior written consent of franchisor; provided further, that franchisor may, as its sole and absolute right, consent to the developer\'s continued operation of any business already in existence and operating at the time of execution of this agreement.']",Non-Compete
"['company obligations. (i) immediately cease all representation of an existing relationship with distributor; (ii) all medication inventory is owned by smart rx systems, inc. only; and (iii) distributor shall continue to receive net income per customer location for so long as customer continues to utilize the products.']",Post-Termination Services
"['to the extent required and for the avoidance of doubt, stryker hereby grants conformis, and conformis hereby accepts, a non-exclusive license to the stryker background ip and improved stryker background ip solely for purposes of performing any obligations under this agreement and the distribution agreement.']",License Grant
"['sponsor hereby agrees to and does (a) waive any and all suits, actions, claims, losses, demands, damages, liabilities, costs and reasonable expenses of every kind (including consequential, incidental or punitive damages, or lost profits), including court costs and reasonable attorneys\' fees (collectively, ""claims"") sponsor may have now or in the future against forty niners sc, its affiliates, the national football league, scsa and any of their respective officers, directors, employees, agents, insurers, and assigns (collectively, the ""indemnitees"") for damage to or destruction of sponsor\'s property, excepting only claims caused by the gross negligence or willful misconduct of an indemnitee; (b) fully compensate forty niners sc, the scsa and their respective affiliates (""indemnitees"") for damage to or destruction of their tangible property caused by, resulting from, or arising out of sponsor\'s negligence or willful misconduct under this agreement; (b) defend, indemnify, protect and hold the indemnitees harmless from and against any and all claims by sponsor\'s officers, directors, employees, insurers, invitees, and agents for any personal injury or death or any property damage, regardless of how caused, including claims caused in whole or in part by the act, omission or negligence of an indemnitee, excepting with respect to any indemnitee only claims caused by the negligence or willful misconduct of such indemnitee, to the extent of such negligence or willful misconduct, and (c) defend, indemnify, protect and hold harmless the indemnitees against any and all claims by third parties, including, without limitation, all costs, liabilities, judgments, expenses, damages and reasonable attorneys\' fees, arising out of or in connection with (i) any breach by sponsor of any provision of the agreement or any representation or warranty made by it therein; (ii) the use of the sponsor marks displayed in any advertising materials; (iii) any negligence or willful misconduct of sponsor, its employees, servants and agents hereunder or in respect hereto; and (iv) any event for which sponsor is credited with sponsorship or which is controlled or directed by sponsor or anyone with whom sponsor has contracted to control or direct such activities.']",Covenant Not To Sue
"['except as otherwise specifically stated herein with respect to the wireless products, licensee shall have no right to develop, manufacture, reproduce, distribute, sell or exploit any other products based on the psm or the property.', 'furthermore, fox grants to licensee a limited, exclusive (except as may otherwise be provided in this agreement), non-transferable (except as permitted in paragraph 17(d)) right and license to make, have made, reproduce, modify, create derivative works of, advertise, promote, distribute, sell and license the wireless products, including any psm included therein, solely (i) for use on mobile or cellular telephones (the ""wireless platform""); (ii) in the territory (as defined in paragraph 3), (iii) during the term (as defined in paragraph 4), (iv) for distribution by licensee through the distribution channels (as defined in paragraph 2(c)) granted herein; and (v) by means of periodic subscription fee, a per-download basis, or through a retail purchase.', 'licensee hereby grants all licenses to fox to enable fox to provide wireless products to vgsl and t-mobile for distribution to vgsl and t-mobile subscribers outside of the united states in accordance with the terms of this agreement, and shall further deliver such wireless products to vgsl and t-mobile on behalf of fox.', ""subject to fox's compliance with the terms and conditions of this agreement, including its payment obligations in accordance with section 7, licensee hereby grants to fox a limited, non-exclusive, non-transferable (except as permitted in section 17(d)), right to distribute licensee materials (as defined in paragraph 11 (c)) to vgsl and t-mobile, solely as incorporated into wireless products, and to authorize vgsl and t-mobile to distribute such wireless products to end users outside of the united states"", 'in the event fox provides such termination notice to licensee, licensee hereby grants fox a license to the licensee materials in order for fox to distribute the wireless products that licensee has developed for distribution in japan prior to such termination, either directly or through a third-party.', 'fox grants to licensee a limited, exclusive (except as otherwise may be provided in this agreement), non-transferable (except as permitted in paragraph 17(d)) right and license to use, make, have made (as set forth in paragraph 1(a)(i) below), reproduce, modify, and create derivative works of<omitted>the psm in each property, solely for the purpose of developing the wireless applications specifically set forth for each of the properties on exhibits b through m attached hereto (""wireless products""), some of which wireless products are defined in the glossary attached hereto as exhibit n.']",License Grant
['this agreement will also terminate automatically in the event of its assignment (as defined in the 1940 act).'],Anti-Assignment
"[""notwithstanding article 9.3., [ceres/iger] will have the right to terminate this agreement including the program at any time with [three (3)] months' prior written notice.""]",Termination For Convenience
['neither party may assign this agreement without the prior written consent of the other.'],Anti-Assignment
"['each party agrees that, during the term of this agreement and for a period of five (5) years thereafter, neither will make written or oral comments regarding the other that are negative, disparaging, tend to bring the other into disrepute or call into question the business acumen, character, honesty or integrity of the other.']",Non-Disparagement
['notwithstanding the foregoing nantz shall be permitted to wear a lynx hat or clothing logo when performing promotional services for lynx and to use lynx equipment when performing any promotional services for the company in which equipment will be used.'],Competitive Restriction Exception
"['during the cooperation between the parties, party a agrees not to enter into any form of cooperation with qihoo 360, unless partya needs such cooperation with qihoo 360 for business or technology and party b has provided its prior consent.']",Competitive Restriction Exception
"[""subject to corio's payment of the annual support and maintenance fee, commerce one's support and maintenance obligation of the software and marketsite.net service shall continue after termination or expiration of this agreement with respect to all software users granted access to the software and marketsite.net service prior to termination or expiration of this agreement.""]",Post-Termination Services
"['bioamber and cargill agree to waive any and all claims against each other for consequential, punitive, incidental, special, or other forms of ""exemplary"" losses whether arising in contract, warranty, tort (including negligence), strict liability, or otherwise, including any losses relating to lost use, lost profits, lost business, damage to reputation, or lost or diminished financing unless such claims are based on a party\'s gross negligence or willful misconduct.']",Cap On Liability
"['both the henry film and entertainment corporation and pacificap entertainment acknowledges and agrees that: (i) as between pacificap entertainment on the one hand, and the henry film and entertainment corporation and its affiliates on the other, the henry film and entertainment corporation owns all right, title and interest in any the henry film and entertainment corporation property and the henry film and entertainment corporation brand features; (ii) nothing in this agreement shall confer in pacificap entertainment any license or right of ownership in the henry film and entertainment corporation brand features; and (iii) pacificap entertainment shall not now or in the future contest the validity of the henry film and entertainment corporation. brand features.']",Covenant Not To Sue
"[""the company will compensate consultant at the rate of $400 per hour (19 hours cap monthly; anything over these hrs must be preapproved by management), payable in accordance with the company's standard payroll schedule, and subject to withholding as legally required.""]",Volume Restriction
"['furthermore, pursuant to paragraph 2(c)(ii) of this amendment, licensee shall pay to fox an additional minimum recoupable guarantee of ***** dollars (us$*****).', 'in addition to any outstanding guarantee payments which licensee shall pay to fox as set forth in paragraph 3 of this amendment below, licensee shall pay to fox a minimum recoupable guarantee of ***** dollars (us$*****) on or before ***** (""ice age 2 guarantee""), and\n\n\n\n***** the omitted portions of this exhibit have been filed with the securities and exchange commission pursuant to a request for confidential treatment under rule 406 promulgated under the securities act of 1933.\n\nsource: glu mobile inc, s-1/a, 3/19/2007\n\n\n\n\n\n\n\nfox shall earn, and licensee shall pay the applicable major release royalties as set forth in paragraph 7(a)(i) of the agreement in connection with the property ""ice age 2"".']",Minimum Commitment
"['should adma fail to supply a minimum of [***] batches of product (the ""minimum volume"") of product during the time period as specified in this amendment #3, adma agrees that sanofi pasteur shall be entitled to obtain from adma as liquidated damages, and not a penalty, amounting to $[***] ([***]) usd.', 'in addition to the minimum volume of product to be manufactured by adma, should adma deliver the minimum volume of product but fail to meet the updated supply plan as provided in exhibit a as attached hereto and made an integral part hereof, then it is agreed upon by the parties that adma shall pay to sanofi pasteur an amount equal to $[***] ([***]) usd for each batch of product that is less than the agreed upon quantity in exhibit a, as liquidated damages, and not as a penalty.']",Minimum Commitment
"[""upon commercially reasonable notice (to be provided not less than [...***...] days in advance) and during miltenyi's normal business hours, but not more often than once every [...***...] months, except for cause, during the term of this agreement, bellicum or bellicum's licensees duly authorized agents, representatives or designees may inspect those portions of miltenyi's facilities that are used to manufacture, store or conduct testing of miltenyi products to determine compliance with agreed standards, applicable laws and the applicable quality agreement."", 'if bellicum or or bellicum\'s licensees conduct a facility audit or inspection more than [...***...] in a [...***...] month period, and such additional audits are not ""for cause"" audits, then bellicum and its licensees (as applicable) shall reimburse miltenyi for all reasonable out-of-pocket expenses reasonably incurred by miltenyi as a direct result of facility audits and/or inspections pursuant to sections 9.1and 9.3 solely to the extent that they relate to the review of a bellicum produc', 'all audits shall be conducted in a manner that is intended to minimize disruption to the operations at such facilities.']",Audit Rights
"['for each sale administered by element 5 of the software under this agreement, element 5 shall receive an additional service fee of 2% of the gross sales price (including taxes, shipping and handling, etc.) as well as the advertising cost compensation defined in ii. § 6 (4) and in addition to vat or sales tax (where applicable).', ""the advertising cost compensation depends on the actual sales generated by end users referred via the electronic advertisement (the affiliate's link)."", 'instead of fixed compensation, the affiliate receives result- dependent advertising cost compensation (also known in the element 5 control panel as ""commission"") in exchange for publishing the advertisements.', 'the percentage of the respective advertising cost compensation shall be stipulated by the software publisher, but shall not exceed 50% of the effective gross sales price of the software.']",Revenue/Profit Sharing
"['in the event milestone 3 is achieved, cargill will provide up to [***] to assist in a successful transfer of the modified cb1 technology to bioamber in order to allow subsequent scale-up at the same fte rate set forth in section 2.2.', 'in addition to the payment in section 2.1, bioamber shall pay cargill a total of [***] u.s. dollars ($[***] per year per full-time equivalent (fte) person to perform the work plan, and cargill will make available up to [***] fte persons per year to perform the work as outlined in the work plan.']",Volume Restriction
"[""dr. murray has unique qualifications to provide the services contemplated herein, and shall not assign any of its or his rights or obligations to any other person or entity without ehs's written consent, which may be withheld or granted in ehs's discretion.""]",Anti-Assignment
"['[***] shall designate up to [***] ([***]) bli employees or personnel as key persons (individually, a ""key person"" and collectively, ""key persons"").', 'bli shall allocate beacon optofluidic machines (including related hardware and software), consumables and services in short supply to ginkgo [***], with such [***] allocation applicable only up to the number of units of such item set forth in the binding portions of the then-current rolling forecast.', 'bli shall not be obligated to supply in any [***] (i) a quantity of the [***] in excess of the amount designated in such [***] in the binding portion of the rolling forecast or (ii) a quantity of [***] that is greater than [***] percent ([***]%) of the amount designated for such item or service in such [***] in the binding portion of the rolling forecast (such amount, the ""maximum amount""); provided that notwithstanding the provisions set forth in this section 5.3.1 (issuance) or section 5.3.2 (acceptance and rejection) to the contrary, bli shall use [***] to accept and fulfill purchase orders for quantities of [***] in excess of the maximum amount in any [***].']",Volume Restriction
"['for the removal of doubt, when determining the liquidated damages due, the applicable sub-section 5.3.1, 5.3.2 or 5.3.3 will apply.', 'in any event, the total liquidated damages as per this section shall not exceed 5% of the product price.', 'in the event that following the delay, contractor is in compliance with the due dates for two immediately consecutive quarters and there is no delay whatsoever, contractor will be reimbursed by nice for liquidated damages already paid for delay in the previous quarter (before the said 2 quarters), if paid, without derogating from the previous delay being regarded as a breach hereunder.', ""any delay from the due date of a certain product in a certain quarter, not due to a specific written request by nice or otherwise deriving from a breach of nice' undertakings hereunder and only to the extent deriving from such breach by nice, or caused by an event of force majeure, and subject to the terms hereof, shall be considered a material breach of contractor's obligations under this agreement and shall entitle nice to the following liquidated damages in addition to any remedy available to nice under this agreement or by law:\n\n 5.3.1. one percent (1%) of the product price for a delay of 3 to 5 days.\n\n 5.3.2. three percent (3%) of the product price for a delay of up to 10 days.\n\n 5.3.3. five percent (5%) of the product price for a delay of 11 days or more.""]",Liquidated Damages
"['during the term and subject to the limitations set forth in paragraphs 9 and 10, hds shall have the right to use the name, image, likeness, characterization, visual and audio representation of celebrity (""celebrity attributes"") in connection with hds\' product, clotamin, in the territory as follows: a. in a television commercial (specific spot length to be mutually agreed upon) promoting clotamin (""commercial"") aired specifically in the following three (3) television markets: (1) washington, dc metro area; (2) florida; and (3) texas (collectively ""markets""); b. on hds\' website (www.clotamin.corn) (""website""); and c. in clotamin-related press releases.']",License Grant
"['upon expiration of this agreement or termination by either party, power2ship may sell off any remaining inventory of the products or licensed software acquired prior to termination.']",Post-Termination Services
"[""the parties will issue a joint press release promptly upon concluding advertising. this agreement, which press release shall be subject to the party's mutual approval, which shall in any event state that company is the exclusive provider on the acsi site of premium spoken-word audio product for download or streaming over the world wide web."", 'during the term, [***], acsi will not offer or sell through the acsi site, or authorize any third party to sell through the acsi site, any exclusive spoken-word audio products; [***].']",Exclusivity
"['notwithstanding the above, before company destroys any safety records it will notify janssen of its intention to do so, affording janssen the opportunity to retain such records if it so wishes.']",Rofr/Rofo/Rofn
"['except for in the event of willful misconduct or gross negligence, the reseller and its affiliates shall not be liable to the company, and shall have no obligation to indemnify or hold harmless the company, with respect to or in connection with any loss resulting from or caused by the company products.']",Cap On Liability
"['subject to the terms set forth in this agreement, erchonia grants distributor the exclusive, non- transferable right and license to promote, distribute and sell the products identified in exhibit a to those type of customer specified in exhibit b and only within the territory specified in exhibit b.']",Exclusivity
