clause_text,label
"['to the maximum extent permitted by applicable laws, any acsi derivative works or company derivative works, to the extent created by or for the other party, shall be deemed ""works made for hire"", and all right, title and interest therein shall vest in acsi (in the case of acsi derivative works) or company (in the case of company derivative works) immediately upon creation thereof.', 'to the extent that any such acsi derivative works or company derivative works are not ""works made for hire"", company hereby assigns and agrees to assign to acsi (or such of its affiliates as it may designate) all right, title and interest to all acsi derivative works and all associated intellectual property rights, and acsi hereby assigns and agrees to assign to company (or such of its affiliates as it may designate) all right, title and interest in and to all company derivative works and all associated intellectual property rights. each party shall take, at the other party\'s expense, any actions (including, without limitation, execution and delivery of affidavits and other documents) reasonably requested by such other party to effect, perfect or confirm its or its designee\'s ownership rights as set forth in this section 6.1.3 [ownership].']",Ip Ownership Assignment
"[""to the extent that any joint works are created in the course of performance of this agreement, each party shall own a joint, equal and undivided ownership interest in and to such joint works and the associated intellectual property rights, with no duty on the part of either party to account to the other with respect to its use and exploitation of the same.<omitted>without limiting the generality of the foregoing, either party may, without any duty to account to the other (including, without limitation, any duty to pay, share or account for any royalties):\n\n (a) make, manufacture, assemble, produce, market, sell, distribute, transfer, use, license and otherwise commercially and non-commercially exploit and deal with the joint works; provided, that neither party shall seek or obtain any<omitted>registration of any intellectual property rights associated with the joint works without the other party's prior written consent;\n\n (b) make, manufacture, assemble, produce, market, sell, distribute, transfer, use, license, seek and obtain registrations of intellectual property rights (subject to paragraph (a) above) and otherwise commercially and non-commercially exploit and deal with derivative works of any joint works created by or for such party, whether or not competitive with any items created by or for the other party; and\n\n (c) authorize any third party to take any action described in (a) or (b) above."", '""joint work"" means any content, data, urls, domain names, technology, software, code, user interfaces, ""look and feel"" or other items which are invented, created, developed or first reduced to practice jointly by the parties after the effective date, are protected or protectable by any intellectual property rights and either: (a) include or incorporate both acsi existing intellectual property, acsi future intellectual property and/or acsi<omitted>derivative works, on the one hand, and/or company existing intellectual property, company future intellectual property and/or company derivative works, on the other hand; or (b) include or incorporate no acsi existing intellectual property or acsi<omitted>site functionality or technology, software, code, user interfaces or ""look and feel"" related thereto or incorporated therein, such items shall be deemed acsi derivative works in their entirety and not joint works or company intellectual property.']",Joint Ip Ownership
"[""company hereby grants to acsi, during the term, a non-exclusive, non-transferable (except in accordance with section 11.7 [assignment]) license, which acsi may sublicense only to its affiliates, to use the company intellectual property supplied by company to acsi as is reasonably necessary to perform its obligations under this agreement; provided, however, that acsi shall not use company's trademarks, including in any advertising, without company's prior written consent, unless such use conforms to a written trademark use policy previously furnished by company to acsi and not subsequently modified or revoked."", ""acsi hereby grants to company, during the term, a non- exclusive, non-transferable (except in accordance with section 11.7 [assignment]) license, which company may sublicense only to its affiliates, to use the acsi intellectual property supplied by acsi to company as is reasonably necessary to perform its obligations under this agreement; provided, however, that company shall not use acsi's trademarks, including in any advertising, without acsi's prior written consent, unless such use conforms to a written trademark use policy previously furnished by acsi to company and not subsequently modified or revoked.""]",License Grant
"[""company hereby grants to acsi, during the term, a non-exclusive, non-transferable (except in accordance with section 11.7 [assignment]) license, which acsi may sublicense only to its affiliates, to use the company intellectual property supplied by company to acsi as is reasonably necessary to perform its obligations under this agreement; provided, however, that acsi shall not use company's trademarks, including in any advertising, without company's prior written consent, unless such use conforms to a written trademark use policy previously furnished by company to acsi and not subsequently modified or revoked."", ""acsi hereby grants to company, during the term, a non- exclusive, non-transferable (except in accordance with section 11.7 [assignment]) license, which company may sublicense only to its affiliates, to use the acsi intellectual property supplied by acsi to company as is reasonably necessary to perform its obligations under this agreement; provided, however, that company shall not use acsi's trademarks, including in any advertising, without acsi's prior written consent, unless such use conforms to a written trademark use policy previously furnished by acsi to company and not subsequently modified or revoked.""]",Non-Transferable License
"[""upon any termination or expiration of the term the parties will cooperate in good faith to promote a smooth customer transition, and in any event, company will, at acsi's option, continue to operate the mirror company site and offer spoken-word audio products through the spoken-word audio sub-section in accordance with the terms of this agreement for a period of up to six (6) months following such termination.""]",Post-Termination Services
"['the auditing party agrees that any information learned or disclosed by its auditor in connection with such audit is confidential information of the audited party.', 'each party (the ""audited party\') will, upon at least thirty (30) days\' prior written request by the other party (the ""auditing party""), allow an independent certified public<omitted>accounting firm selected by the auditing party and reasonably acceptable to the audited party to audit such books and records at the audited party\'s premises to the extent necessary to verify the audited party\'s compliance or non-compliance with the provisions of this section 9 (or, in the case of company, section 5.4 [royalties]); provided, that: (a) any such audit is conducted during normal business hours and in a manner designed to not unreasonably interfere with the audited party\'s ordinary business operations; (b) audits may not occur more frequently than once every twelve (12) months; and (c) each such audit may only cover the period commencing after the period covered by the last audit conducted pursuant to this section, if any.']",Audit Rights
"[""except for liabilities under section 7.2 [indemnity], neither party's aggregate liability arising out of or in connection with this agreement or the transactions contemplated hereby, whether in contract, tort (including negligence), warranty or otherwise, shall exceed [***]."", 'except to the extent awarded to a third party in a judgment against which a party is entitled to indemnification pursuant to section 7.2 [indemnity], or to the extent arising out of any breach of section 11.4 [nondisclosure], neither party will be liable (whether in contract, warranty, tort (including, but not limited to, negligence), product liability or other theory), to the other party or any other person or entity for cost of cover or for any indirect, incidental, special or consequential damages (including without limitation damages for loss of profit, revenue, business or data) arising out of this agreement, even if such party has been advisedof the possibility of such costs or damages.']",Uncapped Liability
"[""except for liabilities under section 7.2 [indemnity], neither party's aggregate liability arising out of or in connection with this agreement or the transactions contemplated hereby, whether in contract, tort (including negligence), warranty or otherwise, shall exceed [***]."", 'except to the extent awarded to a third party in a judgment against which a party is entitled to indemnification pursuant to section 7.2 [indemnity], or to the extent arising out of any breach of section 11.4 [nondisclosure], neither party will be liable (whether in contract, warranty, tort (including, but not limited to, negligence), product liability or other theory), to the other party or any other person or entity for cost of cover or for any indirect, incidental, special or consequential damages (including without limitation damages for loss of profit, revenue, business or data) arising out of this agreement, even if such party has been advisedof the possibility of such costs or damages.']",Cap On Liability
"['for the avoidance of doubt, the parties hereby acknowledge and agree that nothing in this section 8.2 [no consequential damages] is intended to limit any right of acsi to receive liquidated damages as set forth in section 10.5.2 [effect of termination].']",Liquidated Damages
"['company will at its expense, prior to the launch date obtain, and thereafter throughout the term and for a period of six (6) months thereafter maintain, such policy or policies of insurance as is commercially reasonable for the transactions and business contemplated by this agreement.', ""company will not modify or terminate any coverage without giving at least thirty (30) days' prior written notice to acsi."", 'without limiting the generality of the foregoing, company will ensure that such policies contain a waiver of subrogation against acsi, name acsi and its assignees as additional insureds.', 'upon request from acsi, company will furnish to acsi certificates of insurance and such other documentation relating to such policies as acsi may reasonably request.']",Insurance
"[""i-escrow shall not run banner advertisements on the co-branded site for any of 2themart's competitors.""]",Non-Compete
"[""if a majority of the equity securities of either 2themart or i-escrow, inc. (except that i-escrow may sell all or a majority of its equity securities or voting interests to i-escrow.com, and i-escrow.com may sell all or a majority of its equity securities or voting interests to i-escrow's existing shareholders, without triggering the foregoing) are acquired by another company during the term of this agreement either company may terminate this agreement, without liability, by giving a thirty (30) days written notice to the other party.""]",Change Of Control
"['all rights (under any applicable intellectual property right) granted herein are not sublicenseable,<omitted>transferable or assignable.']",Anti-Assignment
"['after the launch date, i-escrow shall pay 2themart advertising fees based on the number of transaction inquiries.', 'this advertising fees shall consist of a per transaction inquiry amount calculated by multiplying 0.025% by the amount of the average transaction from all customers in the preceding quarter.']",Revenue/Profit Sharing
"['notwithstanding the foregoing, to the extent that the domain name is deemed a combination mark, neither party shall use the domain name for any purpose except as expressly provided herein or attempt to register the domain name, and the parties will jointly cooperate on any enforcement action of infringement of the domain name.']",Joint Ip Ownership
"['subject to the terms and conditions of this agreement: (a) i-escrow hereby grants to 2themart a non-exclusive, nontransferable right to use the i-escrow marks (including without limitation the domain name) in links to and advertisements and promotions for the co-branded pages or the services; and (b) 2themart hereby grants to i-escrow a non-exclusive, nontransferable right to use 2themart marks (including without limitation the domain name) on the co-branded pages, and for the performance of services.', 'i-escrow hereby grants to 2themart a worldwide, non-exclusive right to use, reproduce, distribute, publicly perform, publicly display and digitally perform the i-escrow content on or in conjunction with 2themart auctions.', '2themart hereby grants to i-escrow a worldwide, non-exclusive right to use, reproduce, distribute, publicly perform, publicly display and digitally perform the 2themart content soley with respect to and in conjunction with the co-branded site all with the prior written consent of 2themart, for the term of this agreement.']",License Grant
"['subject to the terms and conditions of this agreement: (a) i-escrow hereby grants to 2themart a non-exclusive, nontransferable right to use the i-escrow marks (including without limitation the domain name) in links to and advertisements and promotions for the co-branded pages or the services; and (b) 2themart hereby grants to i-escrow a non-exclusive, nontransferable right to use 2themart marks (including without limitation the domain name) on the co-branded pages, and for the performance of services.']",Non-Transferable License
"['notwithstanding the foregoing, unless this agreement was terminated for a material breach, all provisions of this agreement shall survive to the extent necessary for i-escrow to complete any customer transactions which are pending at the time of expiration or termination.']",Post-Termination Services
"[""such inspection shall be at 2themart's expense; however, if the audit reveals overdue payments in excess of ten percent (10%) of the payments owed to date, i-escrow shall immediately pay all cost of such audit."", 'once every twelve (12) months, 2themart through a cpa may inspect and audit such records to verify reports.', ""any such inspection will be conducted in a manner that does not unreasonably interfere with i-escrow's business activities and with no less than fifteen (15) days notice.""]",Audit Rights
"['except in the event of a breach of section 11, neither party shall be liable for special, incidental or consequential damages or lost profits (however arising, including negligence) arising out of or in connection with this agreement, even if the parties are aware of the possibility of such damages.']",Uncapped Liability
"['except in the event of a breach of section 11, neither party shall be liable for special, incidental or consequential damages or lost profits (however arising, including negligence) arising out of or in connection with this agreement, even if the parties are aware of the possibility of such damages.']",Cap On Liability
"['for the avoidance of doubt, the parties acknowledge that the foregoing restriction applies only to persistent sponsorship placement as judged by sponsor at its discretion, and not to run-of-site banner advertisements or other rotating promotional placements.']",Competitive Restriction Exception
"['during the term, snap will not grant any third party any right to sponsor any products or services in the exclusive category on or through the snap web site.', 'for the avoidance of doubt, the parties acknowledge that the foregoing restriction applies only to persistent sponsorship placement as judged by sponsor at its discretion, and not to run-of-site banner advertisements or other rotating promotional placements.']",Exclusivity
"['in the event of termination or expiration of this agreement for other than a material breach of this agreement by sponsor, upon notice from sponsor delivered to snap at least forty-five (45) days prior to such expiration or termination, snap shall negotiate in good faith an agreement providing sponsor with sponsorship rights similar to those described herein on terms and conditions to be mutually agreed upon by the parties. in the event that an agreement<omitted>between the parties is not executed within thirty (30) days following delivery, of such notice to snap, snap shall be free thereafter to enter into an such an agreement with any third party.']",Rofr/Rofo/Rofn
"[""neither party may assign this agreement or any of its rights or delegate any of its duties under this agreement without the prior written consent of the other party, not to be unreasonably withheld; except that either party may, without the other party's consent, assign this agreement or any of its rights or delegate any of its duties under this agreement: (a) to any corporate affiliate of such party; or (b) to any purchaser of all or substantially all of such party's assets or to any successor by way of merger, consolidation or similar transaction.""]",Anti-Assignment
"['subject to section 2.4 [approval of trademark usage], snap hereby grants sponsor a non-exclusive, nontransferable, royalty-free, worldwide license to (a) use, reproduce, publish, perform and display the snap marks and snap brand features on the sponsor web site in connection with the logo link contemplated by section 2.l, and in connection with its promotional and marketing activities contemplated by section 2.5 [promotion of snap services] and (b) use, reproduce, publish, perform and display the snap content on the sponsor web site or other sponsor properties as mutually agreed by the parties.', 'subject to section 2.4 [approval of trademark usage], sponsor hereby grants snap a non-exclusive, revocable nontransferable, royalty-free, worldwide license to: (a) use, reproduce, publish, perform and display the sponsor marks and sponsor brand features on the co-branded pages; (b) link to the sponsor web site from the co-branded pages and/or the snap web site that contains the co-branded pages and (c) use, reproduce, publish, perform, and display the<omitted>sponsor content in and on the co-branded pages.']",License Grant
"['subject to section 2.4 [approval of trademark usage], snap hereby grants sponsor a non-exclusive, nontransferable, royalty-free, worldwide license to (a) use, reproduce, publish, perform and display the snap marks and snap brand features on the sponsor web site in connection with the logo link contemplated by section 2.l, and in connection with its promotional and marketing activities contemplated by section 2.5 [promotion of snap services] and (b) use, reproduce, publish, perform and display the snap content on the sponsor web site or other sponsor properties as mutually agreed by the parties.', 'subject to section 2.4 [approval of trademark usage], sponsor hereby grants snap a non-exclusive, revocable nontransferable, royalty-free, worldwide license to: (a) use, reproduce, publish, perform and display the sponsor marks and sponsor brand features on the co-branded pages; (b) link to the sponsor web site from the co-branded pages and/or the snap web site that contains the co-branded pages and (c) use, reproduce, publish, perform, and display the<omitted>sponsor content in and on the co-branded pages.']",Non-Transferable License
"['neither party will have any liability for, and each party hereby waives and disclaims, any and all claims and causes of action against the other party, whether in contract, tort (including, without limitation, negligence and strict liability), warranty or otherwise, relating to any indirect, consequential or exemplary damages, in each case, arising out of or in connection with this agreement (including any breach hereof) or any of the transactions contemplated hereby.']",Cap On Liability
"['if, at any time during the term of this agreement, hci fails to meet the content requirements set out in paragraphs 3(f), (g) and (h), hci shall no longer be entitled to be the exclusive health content partner in the health section of the sympatico web site.']",Competitive Restriction Exception
"['neither party shall permit advertising on the co-branded site from an entity which is a competitor to the other party.', 'during the term of this agreement and for a period of six (6) months thereafter, medialinx shall not use or publicly disclose the data collected from users of the co-branded site if such use is for the purpose of providing health information, advertisements, or products that compete with those that reside on the co-branded site.']",Non-Compete
"['hci shall not either directly or indirectly license or deliver content to or carry on or be engaged with any other canadian portal web site, being a web site which aggregates and markets a variety of content directed to multiple communities of interest and which offers products,\n\nsource: healthcentral com, s-1/a, 11/8/1999\n\n\n\n\n\ntools and services to a broad base of canadian end users.', 'during the term of the agreement, and subject to the following requirements respecting canadian content levels as set out in paragraphs 3(f), (g) and (h), hci shall be the exclusive health content partner in the health section of the sympatico web site, provided however, that nothing contained herein shall prevent medialinx from entering into an agreement with other parties for: i) a health based web directory; or ii) other health related content whose content does not compete with the content contained on the co-branded site; which in no event shall receive no more than one fifth (1/5th) of the promotion and which shall constitute no more than one fifth (1/5th) of the total health related content which resides on the home page of the sympatico health section.', 'if, at any time during the term of this agreement, hci fails to meet the content requirements set out in paragraphs 3(f), (g) and (h), hci shall no longer be entitled to be the exclusive health content partner in the health section of the sympatico web site.']",Exclusivity
"[""either party may terminate this agreement upon 30 days written notice if either party's corporate structure has undergone a material ownership change such that its corporate interests are then in conflict with the corporate interests of the other party;""]",Change Of Control
"['notwithstanding the foregoing, either party shall be permitted to assign this agreement and any of its rights and obligations hereunder to an affiliate or related company or to a purchaser of all or substantially all of its internet business, without obtaining the prior written consent of the other party.', 'except as provided in this section, neither party may assign its rights or obligations under this agreement without the prior written consent of the other party, which shall not be unreasonably withheld.']",Anti-Assignment
"['hci shall be entitled to all net revenue generated from advertising and e- commerce transactions generated by canadian companies that may take place on the co-branded site up to and including [*] us in any given year.', 'thereafter, any net revenues exceeding [*] us shall be shared fifty-fifty between the parties (50% medialinx--50% hci).']",Revenue/Profit Sharing
['mlx will use all commercially reasonable efforts to maintain the user traffic at a monthly minimum of:\n\n . [*] page views three (3) months after the launch of the co-branded site;\n\n . [*] page views six (6) months after the launch of the co-branded site; and\n\n . [*] page views twelve (12) months after the launch of the co-branded site.'],Minimum Commitment
"['during the term of this agreement hci shall:<omitted>l) grant to mlx, to the extent that mlx requires access to hci logos and trademarks (collectively ""hci marks"") the use of certain hci marks as necessary for the purposes of fulfilling its obligations under this agreement.', 'during the term of this agreement mlx shall:<omitted>c) grant to hci, a non-exclusive and non-transferable right to use medialinx images and certain content contained in the healthyway web site (the ""sympatico content"") for the sole purpose of satisfying the requirements of this agreement. medialinx shall retain all right, title to and interest in the sympatico content;\n\nd) grant to hci, to the extent that hci requires access to mlx logos and trademarks (collectively ""mlx marks"") the use of certain mlx marks as necessary for the purposes of fulfilling its obligations under this agreement.']",License Grant
"['during the term of this agreement mlx shall:<omitted>c) grant to hci, a non-exclusive and non-transferable right to use medialinx images and certain content contained in the healthyway web site (the ""sympatico content"") for the sole purpose of satisfying the requirements of this agreement. medialinx shall retain all right, title to and interest in the sympatico content;']",Non-Transferable License
"['either party shall have the right from time to time to audit and make extracts of the books and records of the other, insofar as said books or records pertain to the terms of this agreement.']",Audit Rights
"['except with respect to the indemnity obligations in section 14, the confidentiality obligations under section 16, and the year 2000 compliance obligations under section 20, notwithstanding anything to the contrary contained in this agreement, under no circumstances shall either party be liable to the other party with respect to the subject matter of this agreement under any contract, negligence,\n\n 10\n\nstrict liability, tort or other legal or equitable theory for any indirect, incidental, consequential, special or exemplary damages (including, without limitation, loss of revenue or goodwill or anticipated profits or lost business), even if such party has been advised of the possibility of such damages.']",Uncapped Liability
"['except with respect to the indemnity obligations in section 14, the confidentiality obligations under section 16, and the year 2000 compliance obligations under section 20, notwithstanding anything to the contrary contained in this agreement, under no circumstances shall either party be liable to the other party with respect to the subject matter of this agreement under any contract, negligence,\n\n 10\n\nstrict liability, tort or other legal or equitable theory for any indirect, incidental, consequential, special or exemplary damages (including, without limitation, loss of revenue or goodwill or anticipated profits or lost business), even if such party has been advised of the possibility of such damages.']",Cap On Liability
"[""hci agrees:\n\n (i) that mlx is the owner of the mlx marks and the goodwill and reputation associated therewith;\n\n (ii) not to contest the validity of the mlx marks or mlx's title thereto;"", ""without limiting the generality of the foregoing, mlx agrees:<omitted>not to contest the validity of the hci marks or hci's title thereto;""]",Covenant Not To Sue
"['beginning on the launch date and continuing during the term, verticalnet shall not place advertising relating to the commercial printing entities listed on exhibit ""a,"" or other such entities subsequently identified by impresse, on the verticalnet area of the co-branded site.']",Non-Compete
"[""except as otherwise set forth herein, neither party shall transfer, assign or cede any rights or delegate any obligations hereunder, in whole or in part, whether voluntarily or by operation of law, without the prior written consent of the other party, which consent may be withheld at the other party's reasonable business discretion; provided, however, that either party may transfer this agreement without prior written consent of the other to an affiliate of such party, or to the surviving party in a merger or consolidation, or to a purchaser of all or substantially all of its assets.""]",Anti-Assignment
"['if government regulations prevent impresse from sharing any revenues associated with impresse services, verticalnet and impresse shall negotiate in good faith a compensation structure that seeks to provide verticalnet with compensation equal to that set forth in section 4.6 [revenue sharing].', 'impresse shall pay verticalnet [*]of impresse verticalnet revenue accruing during the term of this agreement, payable to verticalnet on or before the thirtieth day of the calendar quarter immediately following the quarter in which such revenue was collected by impresse.']",Revenue/Profit Sharing
"['impresse agrees to purchase at least $[*] of such banners and newsletters in each calendar quarter after the effective date until a total of $[*] have been purchased, provided, the total dollar amount purchased by impresse in any calendar quarter shall not consist of greater than 70% of either banners or newsletters.', 'during the term of this agreement, impresse agrees to purchase from verticalnet banners and newsletters for a total price of at least $[*] as set forth below in this section 4.3 [banner/newsletter purchase commitment].']",Minimum Commitment
"['upon termination of the agreement, verticalnet and impresse shall jointly own all user data.']",Joint Ip Ownership
"['impresse hereby grants to verticalnet a non-exclusive, non-transferable, royalty-free, right and license to link to the impresse area of the co-branded site.', ""impresse shall permit users who access the co-branded site to access and use co-branded content from the co-branded site for the personal use of such users in accordance with the then-current terms of impresse's standard license agreement governing the use of such co-branded content.""]",License Grant
"['impresse hereby grants to verticalnet a non-exclusive, non-transferable, royalty-free, right and license to link to the impresse area of the co-branded site.']",Non-Transferable License
"[""during the term of this agreement and for one year thereafter, verticalnet shall have the right to appoint a certified public accountant to audit impresse's financial records relating to such payment to verify the accuracy of impresse's financial records in order to verify the amount of the payments owed and/or paid hereunder, but no more frequently than once per year.""]",Post-Termination Services
"['verticalnet shall give reasonable advance notice to impresse of such audit and each audit shall be conducted in a manner that does not cause unreasonable disruption to the conduct of business by impresse.', ""during the term of this agreement and for one year thereafter, verticalnet shall have the right to appoint a certified public accountant to audit impresse's financial records relating to such payment to verify the accuracy of impresse's financial records in order to verify the amount of the payments owed and/or paid hereunder, but no more frequently than once per year.""]",Audit Rights
"['except for claims under sections 9.4 [indemnification by impresse] and 9.5 [indemnification by verticalnet]<omitted>hereof, neither party may bring a claim or action regardless of form, arising out of or related to this agreement, including any claim of fraud or misrepresentation, more than two years after the cause of action accrues or becomes known, whichever is later.', 'except in connection with a breach by either party of article 7 or section 8.1.5 [representations and warranties] (v) and the indemnification obligations of impresse under section 9.4(i)(d) [indemnification by impresse] and the indemnification obligations of verticalnet under section 9.5(i)(d) [indemnification by verticalnet], neither party will be liable for any special, indirect, consequential, exemplary or incidental damages arising out of or related to this agreement, however caused and under any theory of liability (including negligence), even if such party has been advised of the possibility of such damages.']",Uncapped Liability
"['except for claims under sections 9.4 [indemnification by impresse] and 9.5 [indemnification by verticalnet]<omitted>hereof, neither party may bring a claim or action regardless of form, arising out of or related to this agreement, including any claim of fraud or misrepresentation, more than two years after the cause of action accrues or becomes known, whichever is later.', 'except in connection with a breach by either party of article 7 or section 8.1.5 [representations and warranties] (v) and the indemnification obligations of impresse under section 9.4(i)(d) [indemnification by impresse] and the indemnification obligations of verticalnet under section 9.5(i)(d) [indemnification by verticalnet], neither party will be liable for any special, indirect, consequential, exemplary or incidental damages arising out of or related to this agreement, however caused and under any theory of liability (including negligence), even if such party has been advised of the possibility of such damages.']",Cap On Liability
"[""in addition, verticalnet shall not now or in the future contest the validity of impresse's ownership of its intellectual property; provided, however, that verticalnet may contest the validity of impresse's intellectual property in any proceeding brought against verticalnet alleging infringement or misappropriation of impresse's intellectual property."", 'except for claims under sections 9.4 [indemnification by impresse] and 9.5 [indemnification by verticalnet]<omitted>hereof, neither party may bring a claim or action regardless of form, arising out of or related to this agreement, including any claim of fraud or misrepresentation, more than two years after the cause of action accrues or becomes known, whichever is later.', ""in addition, impresse shall not now or in the future contest the validity of verticalnet's ownership of its intellectual property; provided, however, that impresse may contest the validity of verticalnet's intellectual property in any proceeding brought against impresse alleging infringement or misappropriation of verticalnet's intellectual property.""]",Covenant Not To Sue
"['the insurance center shall be hosted solely by ebix and contained in an about wrapper and ebix shall, during the term, provide site maintenance services relative to the insurance center substantially as provided for the ebix site from time to time, subject to the uptime requirements as set forth in section 13.4 [termination and survival].', 'during the term, ebix shall be the exclusive integrated online insurance provider in the channels and guide sites listed in section 3.1 [development, operation and administratio...] above. [**]']",Exclusivity
"['ebix may terminate this agreement, [**] upon [**] to about; provided, however, that the termination is no earlier than [**] of the effective date of this agreement.']",Termination For Convenience
"['either party may terminate immediately upon written notice if the other party (i) ceases to function as a going concern or to conduct operations in the normal course of business; (ii) has a petition filed against it under any state or federal bankruptcy law which petition has not been dismissed or set aside within ninety (90) days of its filing, or if (a) about sells all or substantially all of the assets of such party or any event or series of event whereby any entity acquires beneficial ownership of the capital stock of such party representing fifty percent (50%) of the voting stock of such party provided however, that the acquisition of about by primedia shall not be grounds for the termination of this agreement; or (b) ebix becomes acquired by, merged into or is under the control of any of the following parties, about may terminate this agreement immediately upon by providing ebix written notice: aol; yahoo; lycos/terra; nbc; cbs; looksmart; infospace; cmgi; altavista; disney; microsoft; cnet; excite@home; askjeeves; goto; doubleclick; or lifeminders.']",Change Of Control
"['neither party may assign the agreement without the written consent of the other party, which consent shall not be unreasonably withheld or delayed, except that either party may assign the agreement without obtaining the consent of the other party to an affiliate or successor by way of purchase, merger, consolidation or similar transaction, subject to the requirement that the agreement shall be binding and enforceable against any successor or assign.']",Anti-Assignment
"['the ebix insurance center shall be operational and fully functionally at least ninety nine percent (99.0%) of the time during the term, without taking into account scheduled downtime and maintenance which shall not exceed in the aggregate, one (1) hour in any one (1) month perio']",Volume Restriction
"['about shall own and retain all right, title and interest in and to any about user data generated within the about network (other than the insurance center), and nothing in this agreement shall confer in ebix any right, title or interest in or to the about user data (other than the insurance center and except to the extent that it is duplicative of about customer data).', 'ebix shall own and retain all right, title and interest in and to any about customer data generated on the insurance center, and nothing in this agreement shall confer in about any right, title or interest in<omitted>the about customer data (except to the extent that it is duplicative of about user data and as hereinafter provided).']",Ip Ownership Assignment
"['upon request by about, ebix shall provide about with about customer data in the aggregated form, which aggregated form shall be jointly owned by ebix and about.']",Joint Ip Ownership
"['subject to the terms and conditions of this agreement, ebix hereby grants to about a limited, non-transferable, fully-paid, worldwide, non-exclusive right and license to use, reproduce, adapt (but only to pursuant to its rights under this agreement), incorporate, integrate and distribute the ebix marks and ebix content, during the term, solely as necessary to perform its obligations under this agreement.']",License Grant
"['subject to the terms and conditions of this agreement, ebix hereby grants to about a limited, non-transferable, fully-paid, worldwide, non-exclusive right and license to use, reproduce, adapt (but only to pursuant to its rights under this agreement), incorporate, integrate and distribute the ebix marks and ebix content, during the term, solely as necessary to perform its obligations under this agreement.']",Non-Transferable License
"[""about shall provide ebix with at least thirty (30) days' prior notice of an audit and such audit shall be conducted at ebix's offices for a maximum period of two business days, during regular business hours, subject to ebix's cooperation."", ""about shall have the right to examine, or to have examined by a representative of about, ebix's books and records to verify the accuracy of payments made to about for a maximum period of last 6 months preceding a written notice of about, pursuant to this agreement.""]",Audit Rights
"['neither party shall have any liability for any indirect, special, punitive or consequential damages including, without the limitation, loss of profit or business opportunities, whether or not the party was advised of the possibilty of such.']",Cap On Liability
"[""about represents, warrants and covenants that<omitted>(v) about shall not (a) hold itself out as having any proprietary rights with respect to the ebix marks or (b) make any claim to ownership rights in the ebix marks or challenge the ebix marks or the registration thereof, or (c) attempt to register or cause to be registered the ebix marks or create or use or attempt to register or cause to be registered any marks or trade names that are confusingly similar to the ebix marks, or (d) use the ebix marks hereunder without ebix's approval of such use."", ""ebix represents, warrants and covenants that<omitted>(v)ebix shall not (a) hold itself out as having any proprietary rights with respect to the about marks or (b) make any claim to ownership rights in the about marks or challenge the about marks or the registration thereof, or (c) attempt to register or cause to be registered the about marks or create or use or attempt to register or cause to be registered any marks or trade names that are confusingly similar to the about marks, or (d) use the about marks hereunder without about's approval of such use.""]",Covenant Not To Sue
"['notwithstanding the foregoing, solely for the period from the effective date of this<omitted>agreement to the launch date for the co-branded application, as hereinafter defined, application provider may use payment eligible user data to solicit user traffic to the co-branded area currently in place at http://coupons.excite.com pursuant to the sponsorship agreement effective march 5, 1999 in force between the parties.']",Competitive Restriction Exception
"[""within three business days of receiving application provider's written update, excite@home will remove any advertising from application provider's listed competitors displayed on the co-branded pages."", 'excite@home will not serve advertising on the co-branded application for any ""application provider named competitor,"" as specified in exhibit e.', 'excite@home shall not promote competing services in such contact or otherwise discourage program members from continuing to use the e-centives service as provided directly by e-centives.', 'application provider will not serve advertising on the co-branded application for any ""excite@home named competitor,"" as specified in exhibit e.', ""within three business days of receiving excite@home's written update, application provider will remove any advertising from excite@home's listed competitors displayed on the co-branded pages."", 'excite@home shall not offer any excite-branded or excite-co-branded service during the term of this agreement that is substantially similar in functionally to the co-branded application.', 'competitors. not more than once per quarter, excite@home may update the list of excite@home named competitors, but may not add to the list any company with which e-centives has a material existing relationship as of the effective date of this agreement.', 'furthermore, excite@home may not sell, disclose, transfer, rent, or license shopping category data or superset data to data restricted named companies as specified in exhibit i.', ""subject to the terms and conditions of this agreement, application provider hereby grants to excite@home a royalty-free, non-exclusive, worldwide license to use, reproduce, distribute, transmit and publicly display the e-centives content in accordance with this agreement and to sub-license the application content to excite@home's wholly-owned subsidiaries or to joint ventures in which excite@home participates for the sole purpose of using, reproducing, distributing, transmitting and publicly displaying the e-centives content in accordance with this agreement, provided that no such sublicensing shall be to application provider named competitors."", 'not more than once per quarter, application provider may update the list of application provider data restricted named companies shown in exhibit i, so long as such list shall not exceed twenty-five (25) companies.', ""in no event may either party sell, disclose, transfer, rent, or license payment-eligible user data to the other party's named competitors as listed in exhibit e."", 'excite@home may designate no more than 10 companies as named competitors.']",Non-Compete
"[""in the event that the agreement is terminated pursuant to section 16.a.v. due to e-centives' acquisition by an excite@home named competitor, or by an entity controlling or controlled by an excite@home named competitor, e-centives or its assigns or designates may not contact any users for whom user data has been provided pursuant to this agreement, excluding those that have opted out in accordance with section 5(a) of exhibit d."", 'application provider may not use payment-eligible user data to solicit user traffic to www.e-centives.com or any other co-branded version of www.e-centives.com with the intent of driving such users away from using the co-branded application.', 'application provider will not solicit any excite@home member on behalf of any excite@home named competitor during the term of this agreement or thereafter.']",No-Solicit Of Customers
